,id,username,date,text,hashtags,geo,type
0,901594938407739393,Cher2ification,2017-08-26 23:59:18+00:00,My hurricane sundae cookies and creme!! #hurricaneharvey #houston #tagsforlikes @North… https://www.instagram.com/p/BYRrw0BjySm/,#hurricaneharvey #houston #tagsforlikes,,official
1,901594810582171654,FredLin1028,2017-08-26 23:58:48+00:00,Ben & Jerry's @Ben & Jerry's https://www.instagram.com/p/BYRrtD9nIjY/,,,official
2,901594244187545600,RickStarPhoto1,2017-08-26 23:56:33+00:00,When Wendell Williams uses your shot...Go Texans! #Repost life_changen_ (get_repost) ・・・ Game… https://www.instagram.com/p/BYRrdGClEJv/,#Repost,,official
3,901594032668856322,J_shadesyou,2017-08-26 23:55:42+00:00,WINNER #2 @DemChaLeo #JSHADES #GIVEAWAY #AMBASSADOR Been there when #Jshades was just on a… https://www.instagram.com/p/BYRrWm3ha44/,#2 #JSHADES #GIVEAWAY #AMBASSADOR #Jshades,,official
4,901593932055756800,MaykupJunkee,2017-08-26 23:55:18+00:00,If you have never heard of @ShopMissA thank me later. It's a Dallas based company/store where… https://www.instagram.com/p/BYRrTX4HcoG/,,,official
5,901593636487532544,WinkWestwood,2017-08-26 23:54:08+00:00,"""You know who would like Bridgette B eating Nicolette Shea's booty hole while getting fucked from behind? My family on Facebook""",,,official
6,901593496913666048,xvnvxmusic,2017-08-26 23:53:35+00:00,"#NewXWorld #XVNVX @Houston, Texas https://www.instagram.com/p/BYRrGy7F_Vz/",#NewXWorld #XVNVX,,official
7,901593308610342912,J_shadesyou,2017-08-26 23:52:50+00:00,THANK YOU BOTH FOR PARTICIPATING IN THE #JSHADES #GIVEAWAY _baebe AND @DemChaLeo y'all are the… https://www.instagram.com/p/BYRrBfyBXfR/,#JSHADES #GIVEAWAY,,official
8,901593307083657217,WinkWestwood,2017-08-26 23:52:49+00:00,"""I would love to show my friends and family this scene of Anya Ivy getting titty fucked and a facial where it gets in her eye""",,,official
9,901593257028841475,OmarSpluga,2017-08-26 23:52:37+00:00,"#tornadowarning #houston @Houston, Texas https://www.instagram.com/p/BYRq_53gnd6vV1qtYtJbB1jcJwK0BP0l89OF_Y0/ …",#tornadowarning #houston,,official
10,901592882682880000,J_shadesyou,2017-08-26 23:51:08+00:00,WINNER #1 _baebe #JSHADES #GIVEAWAY When your friends are bosses too. All we do is make money… https://www.instagram.com/p/BYRqy0PBBSL/,#1 #JSHADES #GIVEAWAY,,official
11,901592832875446272,WholesomeStart,2017-08-26 23:50:56+00:00,My family and I have been at home all weekend waiting out this storm keeping all those affected… https://www.instagram.com/p/BYRqzUjApC2/,,,official
12,901592605762482177,WinkWestwood,2017-08-26 23:50:02+00:00,,,,official
13,901592492725940224,WinkWestwood,2017-08-26 23:49:35+00:00,That he's already once during this presidencyhttps://twitter.com/DavidCornDC/status/901417676047872001 …,,,official
14,901591895822000129,BLifeFresno,2017-08-26 23:47:13+00:00,Gosewisch's sac fly leads Tacoma to 7-3 win over Fresno http://bubly.us/aJDf,,,official
15,901591667454513152,JBsOutlawSaloon,2017-08-26 23:46:18+00:00,"Every Saturday night at the all new ""Johnny B's Outlaw Saloon"" !!! We've got $1.50 Drafts and… https://www.instagram.com/p/BYRqRn_Dq69/",,,official
16,901591493890080768,GMeienburg,2017-08-26 23:45:37+00:00,Decided to get in a quick walk before next round of heavy rain this is such a nice area to go… https://www.instagram.com/p/BYRqMpzDNYG/,,,official
17,901591201526145024,MatsonML,2017-08-26 23:44:27+00:00,"Oh the weather outside is frightful, but the erg is just delightful... #SurvivingTheStorm… https://www.instagram.com/p/BYRqEXcBX77/",#SurvivingTheStorm,,official
18,901590757169012736,McQua,2017-08-26 23:42:41+00:00,Clear Sky #Houston Yes We Still OpenTonight The Fight Of The Century Sat. Aug. 26th… https://www.instagram.com/p/BYRp3Qxnoc3/,#Houston,,official
19,901590620623523840,BLifeAldine,2017-08-26 23:42:09+00:00,"Power outages, flight cancellations after Harvey hits Texas http://bubly.us/aJD7",,,official
20,901590618845143042,BLifeAldine,2017-08-26 23:42:08+00:00,"Greenspoint, still in flood recovery, waits uncertainly for Harvey's deluge http://bubly.us/aJD6",,,official
21,901590583952773120,Cristopherj300,2017-08-26 23:42:00+00:00,Whatever good things we build end up building us . . . . . #photography #happiness #hermannpark… https://www.instagram.com/p/BYRpyXJg77h/,#photography #happiness #hermannpark,,official
22,901590533440761856,BLifeAcresHomes,2017-08-26 23:41:48+00:00,Video: Lucky driver escapes flooded car after Harvey hits Cypress area http://bubly.us/aJD3,,,official
23,901590406835699712,HankOnFood,2017-08-26 23:41:18+00:00,"Finally found an open location (@Starbucks in Houston, TX)https://www.swarmapp.com/c/7Iv580tuinL",,,official
24,901590339353444354,krivochenco,2017-08-26 23:41:02+00:00,The bayou has risen since Hurricane Harvey has become higher. @Friends of Macgregor Park https://www.instagram.com/p/BYRpq6RldU1/,,,official
25,901590308877631488,KimberlyTennile,2017-08-26 23:40:55+00:00,"So bad... she's good. @Greenway - Upper Kirby, Houston https://www.instagram.com/p/BYRppZ7FJwH/",,,official
26,901589800565837828,P1NK_PUMA,2017-08-26 23:38:53+00:00,Sharing a bomber with el_puma_ that we bought when we went to San Diego last year. He's outside… https://www.instagram.com/p/BYRpbk6hFuh/,,,official
27,901589768961708039,overapint1982,2017-08-26 23:38:46+00:00,"It's fight night, kids. Go, Conor! @thenotoriousmma pimlicoirishpub @guinnessus @jamesonwhiskey… https://www.instagram.com/p/BYRpawsFGE0/",,,official
28,901589503537762304,EmpressRuthie,2017-08-26 23:37:43+00:00,"Made the best of my birthday and so much fun. (at @CycloneAnayas in Houston, TX)https://www.swarmapp.com/c/8t18pAjZeAa",,,official
29,901589234938675200,DoBianchi,2017-08-26 23:36:38+00:00,"Almost dusk. Listen audio #cicadas #harvey #westbury @Houston, Texas https://www.instagram.com/p/BYRpLCxHcRI/",#cicadas #harvey #westbury,,official
30,901589225493102594,krivochenco,2017-08-26 23:36:36+00:00,"Some ""long necks"" at the bayou behind where I live. @MacGregor Park https://www.instagram.com/p/BYRpKqPlZyU/",,,official
31,901588249726025732,RAYfrmDa_H,2017-08-26 23:32:44+00:00,"This hurricane gig tho #highsociety #stonergang #highlife420 @Pasadena, Texas https://www.instagram.com/p/BYRouYKnqfz/",#highsociety #stonergang #highlife420,,official
32,901588181400866816,ENVYMETEE2,2017-08-26 23:32:27+00:00,"Tornado near me in Cypress that hit about 2 hours ago. @drfashion7 #houston #texas @Houston, Texas https://www.instagram.com/p/BYRosYqBSw3/",#houston #texas,,official
33,901587678327689217,iembot_hgx,2017-08-26 23:30:27+00:00,"At 7:58 AM, 2 NW Houston [Harris Co, TX] PUBLIC reports FLASH FLOOD #HGX https://mesonet.agron.iastate.edu/lsr/#HGX/201708261258/201708261258 …",#HGX #HGX,,official
34,901587468092407808,valexv84,2017-08-26 23:29:37+00:00,@ladyleger out at imperialcollision with the Viper. #alexventura #alexventurathephotographer… https://www.instagram.com/p/BYRoW9OliYt/,#alexventura #alexventurathephotographer,,official
35,901587363272556544,MrWiredUpOhBoy,2017-08-26 23:29:12+00:00,#Repost @elvisfReShley (get_repost) ・・・ When Killa called and said he got me I believed him… https://www.instagram.com/p/BYRoTxzD09R/,#Repost,,official
36,901587067829862401,Ciamakeup101,2017-08-26 23:28:02+00:00,"Just posted a video @Houston, Texas https://www.instagram.com/p/BYRoMKvFsnQ/",,,official
37,901586971415515137,Savillery,2017-08-26 23:27:39+00:00,"Fight night and football night. #texansvssaints #nfl #boxing #mayweathermcgregor @Pearland, Texas https://www.instagram.com/p/BYRn_mCgs-E/",#texansvssaints #nfl #boxing #mayweathermcgregor,,official
38,901586485648007170,HankOnFood,2017-08-26 23:25:43+00:00,"I'm at @24HourFitness in Houston, TXhttps://www.swarmapp.com/c/d0s25uG7fWt",,,official
39,901586241531109376,Savillery,2017-08-26 23:24:45+00:00,"I love my baby!!! boxer.daily #boxerpuppy #dogs #doglovers @Pearland, Texas https://www.instagram.com/p/BYRn0DLAazu/",#boxerpuppy #dogs #doglovers,,official
40,901586125940248580,myredglasses,2017-08-26 23:24:17+00:00,"Fashion always comes first, even in searching for storm-wear....@hightideheels filled the bill… https://www.instagram.com/p/BYRnwYElEdG/",,,official
41,901586092440387587,iembot_hgx,2017-08-26 23:24:09+00:00,"At 10:39 AM, 1 SW Houston [Harris Co, TX] PUBLIC reports FLASH FLOOD #HGX https://mesonet.agron.iastate.edu/lsr/#HGX/201708261539/201708261539 …",#HGX #HGX,,official
42,901585934805819394,SCoftheWrG,2017-08-26 23:23:32+00:00,Harvey update with on the scene Apollo. @Roger Deards Texas BBQ and All Other Grub https://www.instagram.com/p/BYRnmx9lTUw/,,,official
43,901585730257903616,HtownShan,2017-08-26 23:22:43+00:00,"What Hurricane? _______ #RuthieMaesGrandBaby @Houston, Texas https://www.instagram.com/p/BYRnlMggfe4DFzsbIr-iQsHyqx1qBN36xsK5SU0/ …",#RuthieMaesGrandBaby,,official
44,901585617578053633,DJChrisMonroe,2017-08-26 23:22:16+00:00,Fight night tonight at bellestationhtx ! #mayweathermcgregor #bellestation #houstontx #midtown @… https://www.instagram.com/p/BYRnhwYgcDF/,#mayweathermcgregor #bellestation #houstontx #midtown,,official
45,901585421649551366,sandyadams_co,2017-08-26 23:21:29+00:00,"Shout outs to my shotgun riders #nationaldogday #lucystales #kemah @sandyadams_co @Houston, Texas https://www.instagram.com/p/BYRncFZnxjR/",#nationaldogday #lucystales #kemah,,official
46,901585365403873280,Alist_Muzik_Jay,2017-08-26 23:21:16+00:00,"I'm so grateful for this opportunity,I'm just ready to put on the best show possible and enjoy… https://www.instagram.com/p/BYRnaXIhYVK/",,,official
47,901585316775120897,anibethinc,2017-08-26 23:21:04+00:00,"#hallsbayou #hurricaneharvey @Eastex - Jensen, Houston https://www.instagram.com/p/BYRnY4mB58g6EuEMW7IzPKCy18LVHgdT5-NxRs0/ …",#hallsbayou #hurricaneharvey,,official
48,901585070716280832,jorge_ordaz,2017-08-26 23:20:06+00:00,#lonstar #lonestarstate #harvey #whathurricane #gonestar @Little Dipper https://www.instagram.com/p/BYRnRuJllcO/,#lonstar #lonestarstate #harvey #whathurricane #gonestar,,official
49,901583813993570304,jorge_ordaz,2017-08-26 23:15:06+00:00,We ain't fraid of no ghost #ghostbusters #buddies #Harvey #whathurricane @Little Dipper https://www.instagram.com/p/BYRmtVVFyj4/,#ghostbusters #buddies #Harvey #whathurricane,,official
50,901583655092588544,biglydt,2017-08-26 23:14:28+00:00,We have power.. gonna enjoy it. Rogue one and snacks. #rogueone… https://www.instagram.com/p/BYRmokwnsPsmeynQ8kqDwxHfP00IL984rdiwlA0/ …,#rogueone,,official
51,901583554622218240,Michael_Thrash,2017-08-26 23:14:04+00:00,Hope everyone is safe from all the rains and tornados! . . . . #essentiallyfitclub… https://www.instagram.com/p/BYRmleSlikl/,#essentiallyfitclub,,official
52,901583058561679360,mdzvanessa,2017-08-26 23:12:06+00:00,"Just posted a photo @Houston, Texas https://www.instagram.com/p/BYRmXULFxd-/",,,official
53,901582946443960320,jorge_ordaz,2017-08-26 23:11:39+00:00,"I'm at @LittleDipperBar in Houston, TXhttps://www.swarmapp.com/c/e5PGzCj4eZ1",,,official
54,901582007024549888,thejohnstephens,2017-08-26 23:07:55+00:00,Chapelwood family praying for everyone affected by #harvey #hopedealers #chapelwood @Chapelwood… https://www.instagram.com/p/BYRl4wLDKZI/,#harvey #hopedealers #chapelwood,,official
55,901581619378704384,jayjay0123,2017-08-26 23:06:23+00:00,Cuzin teddy say he looking for a city girl where yall at cum on....… https://www.instagram.com/p/BYRltJjjwgUFNVRDyiHCP9rMuGPGTPACeolCFk0/ …,,,official
56,901580510786240512,SignaturDesigns,2017-08-26 23:01:58+00:00,"Since I have been stuck in the house for 2 days because of #HurricaneHarvey, I was able to… https://www.instagram.com/p/BYRlM-blIRO/",#HurricaneHarvey,,official
57,901580504297869312,SCoftheWrG,2017-08-26 23:01:57+00:00,Doh!!! On the scene with Squishy. Now tropical storm Harvey update. @Roger Deards Texas BBQ and… https://www.instagram.com/p/BYRlM_HFHYT/,,,official
58,901580443933302784,Itseddiefam,2017-08-26 23:01:43+00:00,I'm going to try this again lol because instagram has been down:( @outcry_tour photo n2 during… https://www.instagram.com/p/BYRlK5wAv86/,,,official
59,901580096993198081,BarriMedia,2017-08-26 23:00:20+00:00,Happy #NationalDogDay! I'm so glad I was able to photograph both my friend gymalldae_ifbbpro and… https://www.instagram.com/p/BYRlBE-gt8g/,#NationalDogDay,,official
60,901580084351467520,SignaturDesigns,2017-08-26 23:00:17+00:00,"Since I have been stuck in the house for 2 days because of #HurricaneHarvey, I was able to… https://www.instagram.com/p/BYRlA0TlArR/",#HurricaneHarvey,,official
61,901579612546887682,penipincher17,2017-08-26 22:58:24+00:00,"Just posted a photo @North Houston, Texas https://www.instagram.com/p/BYRkzAmg-IzLw7uf14LwTuCPHw60hbO_cT0XP80/ …",,,official
62,901579448897724416,Cheah_Brah420,2017-08-26 22:57:45+00:00,Clip of catching a nice bass on the kayak @Heights Area https://www.instagram.com/p/BYRkrUglVEq/,,,official
63,901579299844534272,cdezz2,2017-08-26 22:57:10+00:00,Taking this to eat and watch the fight miajaz and the houstontexans game!!! #BudlightTexas… https://www.instagram.com/p/BYRkpYIjKRA/,#BudlightTexas,,official
64,901578732460064768,Ctycksen,2017-08-26 22:54:54+00:00,Day 1.5 of #hurricaneharvey a little flooding and that sound is the wind against the chase tower… https://www.instagram.com/p/BYRkZRdBCXb/,#hurricaneharvey,,official
65,901578709638905857,BNICE_PHG,2017-08-26 22:54:49+00:00,"SOMETIMES IT'S NOT ABOUT THE FACT THAT WE DON'T ACKNOWLEDGE THE ""ALMOST MYTHALICAL STATUS"" AND… https://www.instagram.com/p/BYRkYvahAbs/",,,official
66,901577244010840065,MeSSiaH_808,2017-08-26 22:49:00+00:00,Our lives are kinda the same wit a few minor differances @Lincoln Park Apartments https://www.instagram.com/p/BYRjuO5F2Pk/,,,official
67,901576974916874241,TrueDumbBlonde,2017-08-26 22:47:55+00:00,Just posted a photo @DBr Clothing Co https://www.instagram.com/p/BYRjmIpHShZsV6ryOhosQAGcgRPPLpMI5q7HIc0/ …,,,official
68,901576773086924800,BigBadFisher,2017-08-26 22:47:07+00:00,Oh god no - Drinking a Torikumi (Dank Tank) @Flying Saucer Draught Emporium - http://untp.beer/s/c496439324 #photo,#photo,,official
69,901576619436814336,LysianMve,2017-08-26 22:46:31+00:00,"I look around & I look up. Ni**as switched up, real ones stayed down. ""It's just life... We… https://www.instagram.com/p/BYRiiTQgLLj/",,,official
70,901576600243892225,Mr__Rutherford,2017-08-26 22:46:26+00:00,Drinking a Dragon's Milk by @NewHollandBrew @Uncle Touchy's Naked Puzzle Basement — http://untp.beer/s/c496437794 #photo,#photo,,official
71,901576335499288576,FredLin1028,2017-08-26 22:45:23+00:00,Fat Bao (美國刈包） @Fat Bao https://www.instagram.com/p/BYRjTFWHIsm/,,,official
72,901576272408707085,Alist_Muzik_Jay,2017-08-26 22:45:08+00:00,#Repost dj_staso (get_repost) ・・・ ***Link to Tickets in Bio*** CONCERT ALERTAugust 31st!!… https://www.instagram.com/p/BYRjR43B4Ht/,#Repost,,official
73,901576262950510593,MeSSiaH_808,2017-08-26 22:45:06+00:00,Not juss Pac this #geminilife @Lincoln Park Apartments https://www.instagram.com/p/BYRjRnEls9m/,#geminilife,,official
74,901576187826147328,thxdts,2017-08-26 22:44:48+00:00,"Pancake flight from Snooze, an A.M. Eatery #snoozeameatery #pancakeflight @Snooze, an A.M. Eatery https://www.instagram.com/p/BYRjOMIgTw2/",#snoozeameatery #pancakeflight,,official
75,901576160768704512,ImSimplyNecole,2017-08-26 22:44:41+00:00,"#blackgirlmagic @Southwest Houston, TX https://www.instagram.com/p/BYRjNP4jVPm/",#blackgirlmagic,,official
76,901576157899968512,dj_staso,2017-08-26 22:44:41+00:00,"***Link to Tickets in Bio*** CONCERT ALERTAugust 31st!! HOUSTON, TEXAS!! L.O.U.D. MUZIK… https://www.instagram.com/p/BYRjLK-AF7q/",,,official
77,901575666864414720,luvmybug,2017-08-26 22:42:44+00:00,Drinking a Love Street by @karbachbrewing @Beer Market Co. — http://untp.beer/s/c496434953,,,official
78,901575618424438785,MsTangela,2017-08-26 22:42:32+00:00,"Home Sweet Home... (@South Park in Houston, TX) https://www.swarmapp.com/c/dp7ZAFDvp3T pic.twitter.com/Vn7zmssg2y",,,official
79,901575486018650112,BNICE_PHG,2017-08-26 22:42:00+00:00,"#rarepairalert. 4s IN THE AM - 5s IN THE P.M. A REGULAR OLE SUMMER TIME I DAY N DA H, WILL… https://www.instagram.com/p/BYRi645BB6k/",#rarepairalert,,official
80,901575306078760961,luvmybug,2017-08-26 22:41:18+00:00,Drinking a Bavik Super Pils by @BrouwerijDB @Beer Market Co. — http://untp.beer/s/c496433550,,,official
81,901575136247259136,luvmybug,2017-08-26 22:40:37+00:00,Drinking an Amber Ale by @BellsBrewery @Beer Market Co. — http://untp.beer/s/c496432745,,,official
82,901574935230984192,CarmenMaMontiel,2017-08-26 22:39:49+00:00,Increible the #narcogoverment training people to defend them against USA. El #criminal… https://www.instagram.com/p/BYRiq6fDiv7/,#narcogoverment #criminal,,official
83,901574848899579904,luvmybug,2017-08-26 22:39:29+00:00,Drinking an 7 Iron by @11belowbrewing @Beer Market Co. — http://untp.beer/s/c496431836,,,official
84,901574744159510528,jayjay0123,2017-08-26 22:39:04+00:00,Point blank period Coon booty bihhhhh @J3 Barn and Stables https://www.instagram.com/p/BYRilRhjdABcNmCT1SUhKq2-RhfbudCBIM134M0/ …,,,official
85,901574533181779968,mcorbinsimon,2017-08-26 22:38:13+00:00,I think someone is sleepy. @Simon Family https://www.instagram.com/p/BYRifNRFzoQNuHWdac0r3gFqjcmgzqXvUSZU_80/ …,,,official
86,901574503469383681,JBsOutlawSaloon,2017-08-26 22:38:06+00:00,Come out and watch the Texans with us on one of our BIG SCREEN TV's -- all the action up close… https://www.instagram.com/p/BYRid9_DvnN/,,,official
87,901574441045561344,ckartworksunlim,2017-08-26 22:37:51+00:00,Now Y'all can Really come!!! SEPT 30th @The 43rd https://www.instagram.com/p/BYRiciFAGIq/,,,official
88,901574242701103106,GoMcShowcase,2017-08-26 22:37:04+00:00,Just posted a photo @City of Houston Southwest https://www.instagram.com/p/BYRiWwDBgMDNEoEJmPjGOEY3aAooFg6PLvdSi80/ …,,,official
89,901574228264312832,NotableBirdsTX,2017-08-26 22:37:01+00:00,9 Magnificent Frigatebird (Fregata magnificens) - Houston--Willow Waterhole Park - 2017-08-26 11:43 http://www.allaboutbirds.org/guide/Magnificent_Frigatebird/id …,,,official
90,901574005299322884,Nummymuffin,2017-08-26 22:36:07+00:00,I'm pretty surprised #StillGame is on #Netflix. I had to get my DVDs from some guy in Scotland… https://www.instagram.com/p/BYRiPyoj93t/,#StillGame #Netflix,,official
91,901573757516615680,ceejcooke,2017-08-26 22:35:08+00:00,I think Buttons wants to do nutrisystem @City Plaza At Town Square https://www.instagram.com/p/BYRiIy9Ae0H/,,,official
92,901573428699832324,3rika3500,2017-08-26 22:33:50+00:00,"Harvey not stopping NADA.... Laying this 12"" PIPE IN THE RAIN!!! @… https://www.instagram.com/p/BYRh92dh1UdOUjz8X6tu0SMttGbiACXtoXSC7w0/ …",,,official
93,901572769472684033,HopieDizzle,2017-08-26 22:31:13+00:00,My #hurricane Harvey food wasn't gonna make itself so I made this happen instead!! Thanks… https://www.instagram.com/p/BYRhmvQgKRm/,#hurricane,,official
